calcPhase t x y theta P11 P12 P13 P22 P23 P33 U1 U2 y1 y2
1 0.670000 620.849932 1979.252950 1.505147 2.588296 -0.068960 -0.005318 0.042928 0.000155 0.000013 7.504916 0.000000 0.000000 0.000000 
1 0.675000 621.317658 1986.367262 1.498446 2.664579 -0.072833 -0.005410 0.043321 0.000162 0.000013 7.129670 -0.006701 0.000000 0.000000 
1 0.680000 621.860170 1993.852543 1.498446 2.746292 -0.077013 -0.005507 0.043730 0.000169 0.000013 7.504916 0.000000 0.000000 0.000000 
1 0.685000 622.402682 2001.337825 1.498446 2.829463 -0.081298 -0.005604 0.044147 0.000176 0.000013 7.504916 0.000000 0.000000 0.000000 
1 0.690000 622.945194 2008.823107 1.498446 2.914102 -0.085690 -0.005703 0.044571 0.000183 0.000013 7.504916 0.000000 0.000000 0.000000 
1 0.695000 623.514831 2016.682652 1.505147 3.004603 -0.090114 -0.005807 0.044994 0.000190 0.000013 7.880162 0.006701 0.000000 0.000000 
1 0.700000 624.031791 2024.545839 1.498446 3.096698 -0.094955 -0.005911 0.045444 0.000197 0.000013 7.880162 -0.006701 0.000000 0.000000 
1 0.705000 624.574303 2032.031120 1.498446 3.185937 -0.099675 -0.006011 0.045892 0.000204 0.000013 7.504916 0.000000 0.000000 0.000000 
1 0.710000 625.116814 2039.516402 1.498446 3.276676 -0.104504 -0.006111 0.046348 0.000212 0.000013 7.504916 0.000000 0.000000 0.000000 
1 0.715000 625.686452 2047.375948 1.491745 3.373526 -0.110018 -0.006217 0.046846 0.000220 0.000014 7.880162 -0.006701 0.000000 0.000000 
1 0.720000 626.308742 2055.231500 1.498446 3.472097 -0.115334 -0.006324 0.047331 0.000228 0.000014 7.880162 0.006701 0.000000 0.000000 
1 0.725000 626.878379 2063.091046 1.491745 3.572299 -0.121108 -0.006431 0.047850 0.000236 0.000014 7.880162 -0.006701 0.000000 0.000000 
1 0.730000 627.471036 2070.572524 1.491745 3.669299 -0.126730 -0.006534 0.048364 0.000244 0.000014 7.504916 0.000000 0.000000 0.000000 
1 0.735000 628.122958 2078.802150 1.491745 3.777777 -0.133057 -0.006647 0.048919 0.000253 0.000014 8.255407 0.000000 0.000000 0.000000 
1 0.740000 628.745248 2086.657703 1.485044 3.883014 -0.139587 -0.006756 0.049496 0.000263 0.000014 7.880162 -0.006701 0.000000 0.000000 
1 0.745000 629.420162 2094.508909 1.491745 3.990025 -0.145906 -0.006866 0.050059 0.000271 0.000014 7.880162 0.006701 0.000000 0.000000 
1 0.750000 630.042452 2102.364461 1.485044 4.098700 -0.152726 -0.006976 0.050661 0.000281 0.000014 7.880162 -0.006701 0.000000 0.000000 
1 0.755000 630.749504 2110.589534 1.485044 4.214408 -0.160031 -0.007092 0.051295 0.000291 0.000014 8.255407 0.000000 0.000000 0.000000 
1 0.760000 631.424418 2118.440740 1.478343 4.326572 -0.167533 -0.007203 0.051955 0.000301 0.000014 7.880162 -0.006701 0.000000 0.000000 
1 0.765000 632.151926 2126.287248 1.485044 4.440553 -0.174815 -0.007315 0.052597 0.000311 0.000014 7.880162 0.006701 0.000000 0.000000 
1 0.770000 632.858979 2134.512321 1.485044 4.561849 -0.182607 -0.007432 0.053273 0.000321 0.000014 8.255407 0.000000 0.000000 0.000000 
1 0.775000 633.566032 2142.737394 1.485044 4.685086 -0.190565 -0.007551 0.053964 0.000331 0.000014 8.255407 0.000000 0.000000 0.000000 
1 0.780000 634.240945 2150.588600 1.478343 4.804470 -0.198718 -0.007664 0.054682 0.000342 0.000015 7.880162 -0.006701 0.000000 0.000000 
1 0.785000 635.003097 2158.808751 1.478343 4.931453 -0.207437 -0.007783 0.055441 0.000353 0.000015 8.255407 0.000000 0.000000 0.000000 
1 0.790000 635.765248 2167.028901 1.478343 5.060404 -0.216338 -0.007904 0.056216 0.000364 0.000015 8.255407 -0.000000 0.000000 0.000000 
1 0.795000 636.527399 2175.249052 1.478343 5.191334 -0.225424 -0.008024 0.057008 0.000375 0.000015 8.255407 0.000000 0.000000 0.000000 
1 0.800000 637.289550 2183.469203 1.478343 5.324253 -0.234693 -0.008145 0.057817 0.000386 0.000015 8.255407 0.000000 0.000000 0.000000 
1 0.805000 638.086344 2192.062996 1.471642 5.465259 -0.245056 -0.008273 0.058717 0.000399 0.000015 8.630653 -0.006701 0.000000 0.000000 
1 0.810000 638.903560 2200.277856 1.471642 5.602186 -0.255171 -0.008395 0.059608 0.000411 0.000015 8.255407 0.000000 0.000000 0.000000 
1 0.815000 639.720775 2208.492715 1.471642 5.741128 -0.265486 -0.008518 0.060519 0.000423 0.000015 8.255407 -0.000000 0.000000 0.000000 
1 0.820000 640.537990 2216.707574 1.471642 5.882097 -0.276003 -0.008642 0.061450 0.000436 0.000015 8.255407 0.000000 0.000000 0.000000 
1 0.825000 641.355206 2224.922433 1.471642 6.025101 -0.286723 -0.008766 0.062400 0.000448 0.000015 8.255407 0.000000 0.000000 0.000000 
1 0.830000 642.209567 2233.510695 1.464942 6.176688 -0.298656 -0.008896 0.063459 0.000462 0.000015 8.630653 -0.006701 0.000000 0.000000 
1 0.835000 643.081810 2241.719893 1.464942 6.323784 -0.310292 -0.009022 0.064505 0.000475 0.000015 8.255407 0.000000 0.000000 0.000000 
1 0.840000 643.954053 2249.929092 1.464942 6.472942 -0.322147 -0.009148 0.065574 0.000489 0.000015 8.255407 -0.000000 0.000000 0.000000 
1 0.845000 644.865943 2258.511436 1.458241 6.630980 -0.335307 -0.009280 0.066764 0.000503 0.000015 8.630653 -0.006701 0.000000 0.000000 
1 0.850000 645.835321 2267.087477 1.464942 6.791409 -0.348187 -0.009413 0.067923 0.000518 0.000016 8.630653 0.006701 0.000000 0.000000 
1 0.855000 646.747211 2275.669821 1.458241 6.954005 -0.361854 -0.009546 0.069170 0.000533 0.000016 8.630653 -0.006701 0.000000 0.000000 
1 0.860000 647.674442 2283.872991 1.458241 7.111678 -0.375169 -0.009674 0.070399 0.000547 0.000016 8.255407 0.000000 0.000000 0.000000 
1 0.865000 648.643820 2292.449032 1.451540 7.278644 -0.389903 -0.009809 0.071767 0.000563 0.000016 8.630653 -0.006701 0.000000 0.000000 
1 0.870000 649.670643 2301.018385 1.458241 7.448054 -0.404348 -0.009944 0.073102 0.000579 0.000016 8.630653 0.006701 0.000000 0.000000 
